#,漢字,等價,異形,聲母,韻母,調
6305,瓣,,,邊,燈庚,5
6306,朋,,,邊,燈庚,5
6307,硼,,,邊,燈庚,5
6308,稝,,,邊,燈庚,5
6309,鵬,,,邊,燈庚,5
6310,崩,,,邊,燈庚,5
6311,爿,,,邊,燈庚,5
6312,𨂃,,,邊,燈庚,5
6313,錋,,,邊,燈庚,5
6314,辦,,,邊,燈庚,7
6315,瓣,,,邊,燈庚,7
6316,㸤,,,邊,燈庚,7
6317,辮,,,邊,燈庚,7
6318,𤖭,,,邊,燈庚,7
6319,白,,,邊,燈庚,8
6320,帛,,,邊,燈庚,8
6321,扒,,,邊,燈庚,8
6322,㧊,,,邊,燈庚,8
6323,䳆,,,邊,燈庚,8
6324,鮊,,,邊,燈庚,8
6325,舶,,,邊,燈庚,8
6326,庚,,,求,燈庚,1
6327,賡,,,求,燈庚,1
6328,鶊,,,求,燈庚,1
6329,更,,,求,燈庚,1
6330,觥,,,求,燈庚,1
6331,莖,,,求,燈庚,1
6332,耕,,,求,燈庚,1
6333,羹,,,求,燈庚,1
6334,駉,,,求,燈庚,1
6335,䮐,,,求,燈庚,1
6336,肱,,,求,燈庚,1
6337,扃,,,求,燈庚,1
6338,刯,,,求,燈庚,1
6339,㹹,,,求,燈庚,1
6340,減,,,求,燈庚,2
6341,耿,,,求,燈庚,2
6342,褧,,,求,燈庚,2
6343,迥,,,求,燈庚,2
6344,逈,,,求,燈庚,2
6345,炯,,,求,燈庚,2
6346,烱,,,求,燈庚,2
6347,𩚱,,,求,燈庚,2
6348,𩛯,,,求,燈庚,2
6349,梗,,,求,燈庚,2
6350,鯁,,,求,燈庚,2
6351,哽,,,求,燈庚,2
6352,纊,,,求,燈庚,2
6353,亘,,,求,燈庚,2
6354,揀,,,求,燈庚,2
6355,熲,,,求,燈庚,2
6356,𩂼,,,求,燈庚,2
6357,𢙾,,,求,燈庚,2
6358,𥉔,,,求,燈庚,2
6359,更,,,求,燈庚,3
6360,浭,,,求,燈庚,3
6361,隔,,,求,燈庚,4
6362,膈,,,求,燈庚,4
6363,嗝,,,求,燈庚,4
6364,格,,,求,燈庚,4
6365,假,,,求,燈庚,4
6366,觡,,,求,燈庚,4
6367,結,,,求,燈庚,4
6368,革,,,求,燈庚,4
6369,鍥,,,求,燈庚,4
6370,虢,,,求,燈庚,4
6371,馘,,,求,燈庚,4
6372,䂸,,,求,燈庚,4
6373,翮,,,求,燈庚,4
6374,諽,,,求,燈庚,4
6375,䛿,,,求,燈庚,4
6376,𦓱,,,求,燈庚,4
6377,㦴,,,求,燈庚,4
6378,䐙,,,求,燈庚,4
6379,鹹,,,求,燈庚,5
6380,醎,,,求,燈庚,5
6381,縣,,,求,燈庚,7
6382,夾,,,求,燈庚,8
6383,挾,,,求,燈庚,8
6384,䀫,,,求,燈庚,8
6385,牽,,,氣悉,燈庚,1
6386,鏗,,,氣悉,燈庚,1
6387,褰,,,氣悉,燈庚,1
6388,硜,,,氣悉,燈庚,1
6389,誙,,,氣悉,燈庚,1
6390,牼,,,氣悉,燈庚,1
6391,汧,,,氣悉,燈庚,1
6392,𧲀,,,氣悉,燈庚,1
6393,搴,,,氣悉,燈庚,1
6394,肻,,,氣悉,燈庚,2
6395,肯,,,氣悉,燈庚,2
6396,𤱶,,,氣悉,燈庚,2
6397,犬,,,氣悉,燈庚,2
6398,汱,,,氣悉,燈庚,2
6399,畎,,,氣悉,燈庚,2
6400,掯,,,氣悉,燈庚,3
6401,傔,,,氣悉,燈庚,3
6402,髂,,,氣悉,燈庚,3
6403,𩩱,,,氣悉,燈庚,3
6404,客,,,氣悉,燈庚,4
6405,刻,,,氣悉,燈庚,4
6406,克,,,氣悉,燈庚,4
6407,剋,,,氣悉,燈庚,4
6408,尅,,,氣悉,燈庚,4
6409,喀,,,氣悉,燈庚,4
6410,䁆,,,氣悉,燈庚,4
6411,䀫,,,氣悉,燈庚,4
6412,𩭽,,,氣悉,燈庚,4
6413,咳,,,氣悉,燈庚,7
6414,欬,,,氣悉,燈庚,7
6415,登,,,低聲,燈庚,1
6416,燈,,,低聲,燈庚,1
6417,灯,,,低聲,燈庚,1
6418,嬁,,,低聲,燈庚,1
6419,璒,,,低聲,燈庚,1
6420,簦,,,低聲,燈庚,1
6421,㲪,,,低聲,燈庚,1
6422,㔁,,,低聲,燈庚,1
6423,𤺌,,,低聲,燈庚,1
6424,等,,,低聲,燈庚,2
6425,點,,,低聲,燈庚,2
6426,点,,,低聲,燈庚,2
6427,店,,,低聲,燈庚,3
6428,凳,,,低聲,燈庚,3
6429,鐙,,,低聲,燈庚,3
6430,蹬,,,低聲,燈庚,3
6431,磴,,,低聲,燈庚,3
6432,德,,,低聲,燈庚,4
6433,得,,,低聲,燈庚,4
6434,𥊸,,,低聲,燈庚,4
6435,𨁽,,,低聲,燈庚,4
6436,𣮊,,,低聲,燈庚,4
6437,淂,,,低聲,燈庚,4
6438,騰,,,低聲,燈庚,5
6439,滕,,,低聲,燈庚,5
6440,藤,,,低聲,燈庚,5
6441,籐,,,低聲,燈庚,5
6442,謄,,,低聲,燈庚,5
6443,填,,,低聲,燈庚,5
6444,棖,,,低聲,燈庚,5
6445,澄,,,低聲,燈庚,5
6446,嗔,,,低聲,燈庚,5
6447,疼,,,低聲,燈庚,5
6448,縢,,,低聲,燈庚,5
6449,瞪,,,低聲,燈庚,5
6450,𩦶,,,低聲,燈庚,5
6451,𢿦,,,低聲,燈庚,5
6452,掁,,,低聲,燈庚,5
6453,𨄇,,,低聲,燈庚,5
6454,漛,,,低聲,燈庚,5
6455,𤾢,,,低聲,燈庚,5
6456,⿰黑𣳾,,,低聲,燈庚,5
6457,鄧,,,低聲,燈庚,7
6458,䦘,,,低聲,燈庚,7
6459,軑,,,低聲,燈庚,7
6460,⿸户艮,𢩆,,低聲,燈庚,7
6461,殿,,,低聲,燈庚,7
6462,靛,,,低聲,燈庚,7
6463,𠕆,,,低聲,燈庚,7
6464,蹬,,,低聲,燈庚,7
6465,磴,,,低聲,燈庚,7
6466,擇,,,低聲,燈庚,8
6467,澤,,,低聲,燈庚,8
6468,特,,,低聲,燈庚,8
6469,宅,,,低聲,燈庚,8
6470,𩏪,,,低聲,燈庚,8
6471,鸅,,,低聲,燈庚,8
6472,烹,,,波,燈庚,1
6473,䥋,,,波,燈庚,1
6474,㧸,,,波,燈庚,1
6475,荓,,,波,燈庚,1
6476,𨂲,,,波,燈庚,1
6477,砰,,,波,燈庚,1
6478,駍,,,波,燈庚,1
6479,怦,,,波,燈庚,1
6480,剻,,,波,燈庚,2
6481,𩸀,,,波,燈庚,3
6482,迫,,,波,燈庚,4
6483,逼,,,波,燈庚,4
6484,𩲸,,,波,燈庚,4
6485,魄,,,波,燈庚,4
6486,珀,,,波,燈庚,4
6487,拍,,,波,燈庚,4
6488,愊,,,波,燈庚,4
6489,稫,,,波,燈庚,4
6490,擘,,,波,燈庚,4
6491,𢹐,,,波,燈庚,4
6492,評,,,波,燈庚,5
6493,弸,,,波,燈庚,5
6494,蟶,,,他皆,燈庚,1
6495,檉,,,他皆,燈庚,1
6496,鼟,,,他皆,燈庚,1
6497,帖,,,他皆,燈庚,4
6498,貼,,,他皆,燈庚,4
6499,慝,,,他皆,燈庚,4
6500,忒,,,他皆,燈庚,4
6501,忑,,,他皆,燈庚,4
6502,怗,,,他皆,燈庚,4
6503,呫,,,他皆,燈庚,4
6504,䴴,,,他皆,燈庚,4
6505,䵿,,,他皆,燈庚,4
6506,宅,,,他皆,燈庚,8
6507,咤,,,他皆,燈庚,8
6508,𪀥,,,他皆,燈庚,8
6509,㤞,,,他皆,燈庚,8
6510,曾,,,曾之,燈庚,1
6511,鄫,,,曾之,燈庚,1
6512,增,,,曾之,燈庚,1
6513,憎,,,曾之,燈庚,1
6514,僧,,,曾之,燈庚,1
6515,罾,,,曾之,燈庚,1
6516,繒,,,曾之,燈庚,1
6517,錚,,,曾之,燈庚,1
6518,琤,,,曾之,燈庚,1
6519,崢,,,曾之,燈庚,1
6520,爭,,,曾之,燈庚,1
6521,榛,,,曾之,燈庚,1
6522,蓁,,,曾之,燈庚,1
6523,臻,,,曾之,燈庚,1
6524,溱,,,曾之,燈庚,1
6525,針,,,曾之,燈庚,1
6526,鍼,,,曾之,燈庚,1
6527,箴,,,曾之,燈庚,1
6528,矰,,,曾之,燈庚,1
6529,猙,,,曾之,燈庚,1
6530,剪,,,曾之,燈庚,2
6531,譾,,,曾之,燈庚,2
6532,翦,,,曾之,燈庚,2
6533,戩,,,曾之,燈庚,2
6534,揃,,,曾之,燈庚,2
6535,㨵,,,曾之,燈庚,2
6536,⿹戈瓜,𢦞,,曾之,燈庚,2
6537,諍,,,曾之,燈庚,3
6538,譖,,,曾之,燈庚,3
6539,甑,,,曾之,燈庚,3
6540,矰,,,曾之,燈庚,3
6541,蹭,,,曾之,燈庚,3
6542,苫,,,曾之,燈庚,3
6543,鋥,,,曾之,燈庚,3
6544,荐,,,曾之,燈庚,3
6545,栫,,,曾之,燈庚,3
6546,則,,,曾之,燈庚,4
6547,責,,,曾之,燈庚,4
6548,漬,,,曾之,燈庚,4
6549,謮,,,曾之,燈庚,4
6550,汁,,,曾之,燈庚,4
6551,節,,,曾之,燈庚,4
6552,莭,,,曾之,燈庚,4
6553,櫛,,,曾之,燈庚,4
6554,謫,,,曾之,燈庚,4
6555,讁,,,曾之,燈庚,4
6556,摘,,,曾之,燈庚,4
6557,窄,,,曾之,燈庚,4
6558,昃,,,曾之,燈庚,4
6559,仄,,,曾之,燈庚,4
6560,詫,,,曾之,燈庚,4
6561,崱,,,曾之,燈庚,4
6562,幘,,,曾之,燈庚,4
6563,賾,,,曾之,燈庚,4
6564,簀,,,曾之,燈庚,4
6565,迮,,,曾之,燈庚,4
6566,𣤈,,,曾之,燈庚,4
6567,層,,,曾之,燈庚,5
6568,曾,,,曾之,燈庚,5
6569,䒏,,,曾之,燈庚,5
6570,橙,,,曾之,燈庚,5
6571,怎,,,曾之,燈庚,5
6572,𡪠,,,曾之,燈庚,5
6573,䁬,,,曾之,燈庚,5
6574,𧲅,,,曾之,燈庚,5
6575,𦠇,,,曾之,燈庚,5
6576,贈,,,曾之,燈庚,7
6577,竲,,,曾之,燈庚,7
6578,截,,,曾之,燈庚,8
6579,𢧵,,,曾之,燈庚,8
6580,賊,,,曾之,燈庚,8
6581,𪘧,,,曾之,燈庚,8
6582,濺,,,曾之,燈庚,8
6583,鱡,,,曾之,燈庚,8
6584,𪖋,,,曾之,燈庚,8
6585,𬂌,,,日女,燈庚,2
6586,檸,,,日女,燈庚,2
6587,趝,,,日女,燈庚,3
6588,𨅘,,,日女,燈庚,3
6589,凹,,,日女,燈庚,4
6590,𠕄,,,日女,燈庚,4
6591,能,,,日女,燈庚,5
6592,㴰,,,日女,燈庚,5
6593,䭢,,,日女,燈庚,5
6594,⿸疒⿳丆皿丁,𤹧,,日女,燈庚,5
6595,腉,,,日女,燈庚,5
6596,𡛾,,,日女,燈庚,5
6597,𡇲,,,日女,燈庚,5
6598,嬭,,,日女,燈庚,5
6599,妳,,,日女,燈庚,5
6600,奶,,,日女,燈庚,5
6601,念,,,日女,燈庚,7
6602,生,,,時授,燈庚,1
6603,𤯓,,,時授,燈庚,1
6604,笙,,,時授,燈庚,1
6605,牲,,,時授,燈庚,1
6606,甡,,,時授,燈庚,1
6607,甥,,,時授,燈庚,1
6608,森,,,時授,燈庚,1
6609,參,,,時授,燈庚,1
6610,滲,,,時授,燈庚,1
6611,𦌀,,,時授,燈庚,1
6612,省,,,時授,燈庚,2
6613,㗂,,,時授,燈庚,2
6614,㾪,,,時授,燈庚,2
6615,䚇,,,時授,燈庚,2
6616,𨲓,,,時授,燈庚,2
6617,眚,,,時授,燈庚,2
6618,滲,,,時授,燈庚,3
6619,瑟,,,時授,燈庚,4
6620,濏,,,時授,燈庚,4
6621,𧒓,,,時授,燈庚,4
6622,飋,,,時授,燈庚,4
6623,𠟦,,,時授,燈庚,4
6624,穡,,,時授,燈庚,4
6625,嗇,,,時授,燈庚,4
6626,濇,,,時授,燈庚,4
6627,澀,,,時授,燈庚,4
6628,澁,,,時授,燈庚,4
6629,色,,,時授,燈庚,4
6630,塞,,,時授,燈庚,4
6631,虱,,,時授,燈庚,4
6632,璱,,,時授,燈庚,4
6633,懎,,,時授,燈庚,4
6634,繬,,,時授,燈庚,4
6635,⿱⻗册,,,時授,燈庚,4
6636,十,,,時授,燈庚,8
6637,拾,,,時授,燈庚,8
6638,𨙩,,,時授,燈庚,8
6639,湁,,,時授,燈庚,8
6640,鶯,,,鶯亦,燈庚,1
6641,嚶,,,鶯亦,燈庚,1
6642,嬰,,,鶯亦,燈庚,1
6643,鸚,,,鶯亦,燈庚,1
6644,罌,,,鶯亦,燈庚,1
6645,薨,,,鶯亦,燈庚,1
6646,訇,,,鶯亦,燈庚,1
6647,轟,,,鶯亦,燈庚,1
6648,鍧,,,鶯亦,燈庚,1
6649,㹙,,,鶯亦,燈庚,2
6650,𤑷,,,鶯亦,燈庚,3
6651,厄,,,鶯亦,燈庚,4
6652,阸,,,鶯亦,燈庚,4
6653,阨,,,鶯亦,燈庚,4
6654,呃,,,鶯亦,燈庚,4
6655,軛,,,鶯亦,燈庚,4
6656,扼,,,鶯亦,燈庚,4
6657,㧖,,,鶯亦,燈庚,4
6658,搤,,,鶯亦,燈庚,4
6659,抑,,,鶯亦,燈庚,4
6660,擪,,,鶯亦,燈庚,4
6661,擫,,,鶯亦,燈庚,4
6662,𩚚,,,鶯亦,燈庚,4
6663,戹,,,鶯亦,燈庚,4
6664,閑,,,鶯亦,燈庚,5
6665,閒,,,鶯亦,燈庚,5
6666,限,,,鶯亦,燈庚,7
6667,㡾,,,鶯亦,燈庚,7
6668,𣐻,,,鶯亦,燈庚,7
6669,閾,,,鶯亦,燈庚,7
6670,狹,,,鶯亦,燈庚,8
6671,猛,,,蒙美,燈庚,2
6672,勐,,,蒙美,燈庚,2
6673,艋,,,蒙美,燈庚,2
6674,䁅,,,蒙美,燈庚,2
6675,盟,,,蒙美,燈庚,5
6676,萌,,,蒙美,燈庚,5
6677,甍,,,蒙美,燈庚,5
6678,泯,,,蒙美,燈庚,5
6679,氓,,,蒙美,燈庚,5
6680,𨞚,,,蒙美,燈庚,5
6681,橗,,,蒙美,燈庚,5
6682,孟,,,蒙美,燈庚,7
6683,䁅,,,蒙美,燈庚,7
6684,蜢,,,蒙美,燈庚,7
6685,慢,,,蒙美,燈庚,7
6686,默,,,蒙美,燈庚,8
6687,貊,,,蒙美,燈庚,8
6688,貉,,,蒙美,燈庚,8
6689,陌,,,蒙美,燈庚,8
6690,密,,,蒙美,燈庚,8
6691,脈,,,蒙美,燈庚,8
6692,脉,,,蒙美,燈庚,8
6693,麥,,,蒙美,燈庚,8
6694,覛,,,蒙美,燈庚,8
6695,驀,,,蒙美,燈庚,8
6696,霢,,,蒙美,燈庚,8
6697,狺,,,語鳥,燈庚,1
6698,狠,,,語鳥,燈庚,1
6699,硬,,,語鳥,燈庚,7
6700,兀,,,語鳥,燈庚,8
6701,卼,,,語鳥,燈庚,8
6702,撑,,,出,燈庚,1
6703,撐,,,出,燈庚,1
6704,筅,,,出,燈庚,2
6705,讖,,,出,燈庚,3
6706,懺,,,出,燈庚,3
6707,牚,,,出,燈庚,3
6708,襯,,,出,燈庚,3
6709,倩,,,出,燈庚,3
6710,韂,,,出,燈庚,3
6711,掙,,,出,燈庚,3
6712,茜,,,出,燈庚,3
6713,側,,,出,燈庚,4
6714,測,,,出,燈庚,4
6715,崱,,,出,燈庚,4
6716,策,,,出,燈庚,4
6717,拆,,,出,燈庚,4
6718,册,,,出,燈庚,4
6719,𣂙,,,出,燈庚,4
6720,𣆑,,,出,燈庚,4
6721,頙,,,出,燈庚,4
6722,溭,,,出,燈庚,4
6723,田,,,出,燈庚,5
6724,蚕,,,出,燈庚,5
6725,䗞,,,出,燈庚,5
6726,蠶,,,出,燈庚,5
6727,賊,,,出,燈庚,8
6728,亨,,,非風,燈庚,1
6729,哼,,,非風,燈庚,1
6730,悙,,,非風,燈庚,1
6731,脝,,,非風,燈庚,1
6732,悻,,,非風,燈庚,2
6733,啈,,,非風,燈庚,2
6734,狠,,,非風,燈庚,2
6735,㓑,,,非風,燈庚,2
6736,䂔,,,非風,燈庚,2
6737,緈,,,非風,燈庚,2
6738,涬,,,非風,燈庚,2
6739,橫,,,非風,燈庚,3
6740,莧,,,非風,燈庚,3
6741,荇,,,非風,燈庚,3
6742,蘅,,,非風,燈庚,3
6743,血,,,非風,燈庚,4
6744,黑,,,非風,燈庚,4
6745,𢡀,,,非風,燈庚,4
6746,赫,,,非風,燈庚,4
6747,爀,,,非風,燈庚,4
6748,嚇,,,非風,燈庚,4
6749,焃,,,非風,燈庚,4
6750,郝,,,非風,燈庚,4
6751,䦝,,,非風,燈庚,4
6752,䬉,,,非風,燈庚,4
6753,行,,,非風,燈庚,5
6754,衡,,,非風,燈庚,5
6755,恆,,,非風,燈庚,5
6756,姮,,,非風,燈庚,5
6757,弘,,,非風,燈庚,5
6758,泓,,,非風,燈庚,5
6759,宏,,,非風,燈庚,5
6760,閎,,,非風,燈庚,5
6761,⿰車么,,,非風,燈庚,5
6762,宖,,,非風,燈庚,5
6763,汯,,,非風,燈庚,5
6764,緪,,,非風,燈庚,5
6765,翃,,,非風,燈庚,5
6766,洐,,,非風,燈庚,5
6767,蘅,,,非風,燈庚,5
6768,珩,,,非風,燈庚,5
6769,桁,,,非風,燈庚,5
6770,綋,,,非風,燈庚,5
6771,⿰言弘,,,非風,燈庚,5
6772,幸,,,非風,燈庚,7
6773,倖,,,非風,燈庚,7
6774,行,,,非風,燈庚,7
6775,杏,,,非風,燈庚,7
6776,䛭,,,非風,燈庚,7
6777,莕,,,非風,燈庚,7
6778,獲,,,非風,燈庚,8
6779,畫,,,非風,燈庚,8
6780,㦎,,,非風,燈庚,8
6781,𥊮,,,非風,燈庚,8
6782,繣,,,非風,燈庚,8
6783,𨐶,,,非風,燈庚,8
6784,剨,,,非風,燈庚,8
6785,劃,,,非風,燈庚,8
6786,湱,,,非風,燈庚,8
6787,砉,,,非風,燈庚,8
6788,臠,,,柳,光,2
6789,劣,,,柳,光,4
6790,捋,,,柳,光,4
6791,埒,,,柳,光,4
6792,鋝,,,柳,光,4
6793,㭩,,,柳,光,4
6794,𣁷,,,柳,光,4
6795,戀,,,柳,光,7
6796,恋,,,柳,光,7
6797,攣,,,柳,光,7
6798,孌,,,柳,光,7
6799,弄,,,柳,光,7
6800,奔,,,邊,光,1
6801,𤛭,,,邊,光,1
6802,賁,,,邊,光,1
6803,𩣺,,,邊,光,1
6804,䴅,,,邊,光,1
6805,本,,,邊,光,2
6806,盆,,,邊,光,5
6807,湓,,,邊,光,5
6808,𪂽,,,邊,光,5
6809,飯,,,邊,光,7
6810,飰,,,邊,光,7
6811,𩚳,,,邊,光,7
6812,勃,,,邊,光,8
6813,艴,,,邊,光,8
6814,渤,,,邊,光,8
6815,孛,,,邊,光,8
6816,悖,,,邊,光,8
6817,綍,,,邊,光,8
6818,浡,,,邊,光,8
6819,鵓,,,邊,光,8
6820,𩗓,,,邊,光,8
6821,𩣡,,,邊,光,8
6822,光,,,求,光,1
6823,胱,,,求,光,1
6824,洸,,,求,光,1
6825,垙,,,求,光,1
6826,桄,,,求,光,1
6827,𪕓,,,求,光,1
6828,茪,,,求,光,1
6829,灮,,,求,光,1
6830,廣,,,求,光,2
6831,捲,,,求,光,2
6832,斡,,,求,光,2
6833,𤒼,,,求,光,2
6834,鑛,,,求,光,2
6835,𪇵,,,求,光,2
6836,𩜇,,,求,光,2
6837,卷,,,求,光,3
6838,𠠎,,,求,光,3
6839,券,,,求,光,3
6840,𢍕,,,求,光,3
6841,綣,,,求,光,3
6842,眷,,,求,光,3
6843,⿰目眷,,,求,光,3
6844,腃,,,求,光,3
6845,䖭,,,求,光,3
6846,國,,,求,光,4
6847,国,,,求,光,4
6848,幗,,,求,光,4
6849,𩠲,,,求,光,4
6850,郭,,,求,光,4
6851,廓,,,求,光,4
6852,槨,,,求,光,4
6853,蟈,,,求,光,4
6854,蕨,,,求,光,4
6855,膕,,,求,光,4
6856,𨉹,,,求,光,4
6857,摑,,,求,光,4
6858,權,,,求,光,5
6859,顴,,,求,光,5
6860,狂,,,求,光,5
6861,拳,,,求,光,5
6862,惓,,,求,光,5
6863,卷,,,求,光,5
6864,齤,,,求,光,5
6865,𩓫,,,求,光,5
6866,踡,,,求,光,5
6867,䑏,,,求,光,5
6868,逛,,,求,光,5
6869,㾠,,,求,光,5
6870,䟒,,,求,光,5
6871,𩷗,,,求,光,5
6872,𩪼,,,求,光,5
6873,鵟,,,求,光,5
6874,倦,,,求,光,7
6875,劵,,,求,光,7
6876,匡,,,氣悉,光,1
6877,眶,,,氣悉,光,1
6878,劻,,,氣悉,光,1
6879,筐,,,氣悉,光,1
6880,誆,,,氣悉,光,1
6881,𩢼,,,氣悉,光,1
6882,框,,,氣悉,光,1
6883,邼,,,氣悉,光,1
6884,圈,,,氣悉,光,1
6885,棬,,,氣悉,光,1
6886,⿴囗達,,,氣悉,光,1
6887,𩬹,,,氣悉,光,1
6888,𨴑,,,氣悉,光,1
6889,壙,,,氣悉,光,2
6890,儣,,,氣悉,光,2
6891,纊,,,氣悉,光,2
6892,曠,,,氣悉,光,3
6893,纊,,,氣悉,光,3
6894,擴,,,氣悉,光,3
6895,誑,,,氣悉,光,3
6896,𧥶,,,氣悉,光,3
6897,迋,,,氣悉,光,3
6898,勸,,,氣悉,光,3
6899,勌,,,氣悉,光,3
6900,缺,,,氣悉,光,4
6901,玦,,,氣悉,光,4
6902,決,,,氣悉,光,4
6903,觖,,,氣悉,光,4
6904,妜,,,氣悉,光,4
6905,趹,,,氣悉,光,4
6906,駃,,,氣悉,光,4
6907,闕,,,氣悉,光,4
6908,厥,,,氣悉,光,4
6909,瘚,,,氣悉,光,4
6910,蹷,,,氣悉,光,4
6911,蹶,,,氣悉,光,4
6912,撅,,,氣悉,光,4
6913,𦠑,,,氣悉,光,4
6914,劂,,,氣悉,光,4
6915,闋,,,氣悉,光,4
6916,䦬,,,氣悉,光,4
6917,蚗,,,氣悉,光,4
6918,囀,,,低聲,光,2
6919,轉,,,低聲,光,2
6920,竱,,,低聲,光,2
6921,輟,,,低聲,光,4
6922,惙,,,低聲,光,4
6923,綴,,,低聲,光,4
6924,裰,,,低聲,光,4
6925,掇,,,低聲,光,4
6926,諁,,,低聲,光,4
6927,剟,,,低聲,光,4
6928,畷,,,低聲,光,4
6929,傳,,,低聲,光,5
6930,團,,,低聲,光,5
6931,傳,,,低聲,光,7
6932,篆,,,低聲,光,7
6933,汐,,,波,光,3
6934,堛,,,波,光,8
6935,墣,,,波,光,8
6936,圤,,,波,光,8
6937,𨑾,,,波,光,8
6938,𪌰,,,波,光,8
6939,餑,,,波,光,8
6940,椽,,,他皆,光,5
6941,專,,,曾之,光,1
6942,磚,,,曾之,光,1
6943,鱄,,,曾之,光,1
6944,耑,,,曾之,光,1
6945,顓,,,曾之,光,1
6946,鄟,,,曾之,光,1
6947,䳪,,,曾之,光,1
6948,甎,,,曾之,光,1
6949,拙,,,曾之,光,4
6950,茁,,,曾之,光,4
6951,罬,,,曾之,光,4
6952,𧖀,,,曾之,光,4
6953,咄,,,曾之,光,4
6954,歠,,,曾之,光,4
6955,𣤌,,,曾之,光,4
6956,啜,,,曾之,光,4
6957,炪,,,曾之,光,4
6958,裰,,,曾之,光,4
6959,全,,,曾之,光,5
6960,泉,,,曾之,光,5
6961,洤,,,曾之,光,5
6962,𦓰,,,曾之,光,5
6963,鰁,,,曾之,光,5
6964,騡,,,曾之,光,5
6965,絶,,,曾之,光,8
6966,𨼎,,,曾之,光,8
6967,堧,,,日女,光,1
6968,軟,,,日女,光,2
6969,媆,,,日女,光,2
6970,䎡,,,日女,光,2
6971,宣,,,時授,光,1
6972,瑄,,,時授,光,1
6973,說,,,時授,光,4
6974,雪,,,時授,光,4
6975,涚,,,時授,光,4
6976,旋,,,時授,光,5
6977,璇,,,時授,光,5
6978,璿,,,時授,光,5
6979,漩,,,時授,光,5
6980,還,,,時授,光,5
6981,遄,,,時授,光,5
6982,歂,,,時授,光,5
6983,𣎓,,,時授,光,5
6984,嫙,,,時授,光,5
6985,䗠,,,時授,光,5
6986,選,,,時授,光,7
6987,鏇,,,時授,光,7
6988,𦇗,,,時授,光,7
6989,汪,,,鶯亦,光,1
6990,尩,,,鶯亦,光,1
6991,⿺𡯂⿱山土,𡯪,,鶯亦,光,1
6992,寃,,,鶯亦,光,1
6993,冤,,,鶯亦,光,1
6994,鴛,,,鶯亦,光,1
6995,蜿,,,鶯亦,光,1
6996,䡝,,,鶯亦,光,1
6997,𣢫,,,鶯亦,光,1
6998,鵷,,,鶯亦,光,1
6999,𩝸,,,鶯亦,光,1
7000,往,,,鶯亦,光,2
7001,枉,,,鶯亦,光,2
7002,遠,,,鶯亦,光,2
7003,罔,,,鶯亦,光,2
7004,網,,,鶯亦,光,2
7005,輞,,,鶯亦,光,2
7006,魍,,,鶯亦,光,2
7007,苑,,,鶯亦,光,2
7008,阮,,,鶯亦,光,2
7009,惘,,,鶯亦,光,2
7010,怨,,,鶯亦,光,3
7011,王,,,鶯亦,光,5
7012,丸,,,鶯亦,光,5
7013,完,,,鶯亦,光,5
7014,亡,,,鶯亦,光,5
7015,忘,,,鶯亦,光,5
7016,圓,,,鶯亦,光,5
7017,員,,,鶯亦,光,5
7018,圜,,,鶯亦,光,5
7019,垣,,,鶯亦,光,5
7020,猿,,,鶯亦,光,5
7021,猨,,,鶯亦,光,5
7022,袁,,,鶯亦,光,5
7023,轅,,,鶯亦,光,5
7024,癀,,,鶯亦,光,5
7025,鐄,,,鶯亦,光,5
7026,黃,,,鶯亦,光,5
7027,簧,,,鶯亦,光,5
7028,杗,,,鶯亦,光,5
7029,紈,,,鶯亦,光,5
7030,萑,,,鶯亦,光,5
7031,芄,,,鶯亦,光,5
7032,洹,,,鶯亦,光,5
7033,蚟,,,鶯亦,光,5
7034,䴟,,,鶯亦,光,5
7035,褤,,,鶯亦,光,5
7036,望,,,鶯亦,光,7
7037,王,,,鶯亦,光,7
7038,旺,,,鶯亦,光,7
7039,爰,,,鶯亦,光,7
7040,媛,,,鶯亦,光,7
7041,湲,,,鶯亦,光,7
7042,瑗,,,鶯亦,光,7
7043,援,,,鶯亦,光,7
7044,妄,,,鶯亦,光,7
7045,遠,,,鶯亦,光,7
7046,暈,,,鶯亦,光,7
7047,𧧄,,,鶯亦,光,7
7048,鶢,,,鶯亦,光,7
7049,𧫢,,,鶯亦,光,7
7050,越,,,鶯亦,光,8
7051,鉞,,,鶯亦,光,8
7052,荸,,,鶯亦,光,8
7053,⿱艹越,,,鶯亦,光,8
7054,粵,,,鶯亦,光,8
7055,兀,,,鶯亦,光,8
7056,卼,,,鶯亦,光,8
7057,杌,,,鶯亦,光,8
7058,刖,,,鶯亦,光,8
7059,軏,,,鶯亦,光,8
7060,䟠,,,鶯亦,光,8
7061,𨒋,,,鶯亦,光,8
7062,𦬂,,,鶯亦,光,8
7063,樾,,,鶯亦,光,8
7064,𠿋,,,鶯亦,光,8
7065,曰,,,鶯亦,光,8
7066,悗,,,蒙美,光,2
7067,晚,,,蒙美,光,2
7068,門,,,蒙美,光,5
7069,們,,,蒙美,光,5
7070,滿,,,蒙美,光,5
7071,亹,,,蒙美,光,5
7072,捫,,,蒙美,光,5
7073,元,,,語鳥,光,5
7074,黿,,,語鳥,光,5
7075,沅,,,語鳥,光,5
7076,原,,,語鳥,光,5
7077,源,,,語鳥,光,5
7078,邧,,,語鳥,光,5
7079,嫄,,,語鳥,光,5
