#,漢字,等價,異形,聲母,韻母,調
11110,𢉀,,,柳,溝勾,7
11111,陋,,,柳,溝勾,7
11112,勾,,,求,溝勾,1
11113,鈎,,,求,溝勾,1
11114,溝,,,求,溝勾,1
11115,冓,,,求,溝勾,1
11116,膠,,,求,溝勾,1
11117,⿰勾黽,䵶,,求,溝勾,1
11118,𠚸,,,求,溝勾,1
11119,轇,,,求,溝勾,1
11120,㶀,,,求,溝勾,1
11121,⿰田勾,㽛,,求,溝勾,1
11122,𤫱,,,求,溝勾,1
11123,𦩷,,,求,溝勾,1
11124,苟,,,求,溝勾,2
11125,笱,,,求,溝勾,2
11126,耇,,,求,溝勾,2
11127,枸,,,求,溝勾,2
11128,狗,,,求,溝勾,2
11129,㸸,,,求,溝勾,2
11130,雊,,,求,溝勾,3
11131,構,,,求,溝勾,3
11132,𥉇,,,求,溝勾,3
11133,遘,,,求,溝勾,3
11134,覯,,,求,溝勾,3
11135,媾,,,求,溝勾,3
11136,㝤,,,求,溝勾,3
11137,垢,,,求,溝勾,3
11138,姤,,,求,溝勾,3
11139,彀,,,求,溝勾,3
11140,喁,,,求,溝勾,3
11141,夠,,,求,溝勾,3
11142,詬,,,求,溝勾,3
11143,訽,,,求,溝勾,3
11144,𩄢,,,求,溝勾,3
11145,𪃺,,,求,溝勾,3
11146,鷇,,,求,溝勾,3
11147,彄,,,氣悉,溝勾,1
11148,芤,,,氣悉,溝勾,1
11149,口,,,氣悉,溝勾,2
11150,𧥣,,,氣悉,溝勾,2
11151,扣,,,氣悉,溝勾,3
11152,叩,,,氣悉,溝勾,3
11153,釦,,,氣悉,溝勾,3
11154,寇,,,氣悉,溝勾,3
11155,蔻,,,氣悉,溝勾,3
11156,滱,,,氣悉,溝勾,3
11157,袧,,,氣悉,溝勾,3
11158,兜,,,低聲,溝勾,1
11159,彫,,,低聲,溝勾,1
11160,雕,,,低聲,溝勾,1
11161,凋,,,低聲,溝勾,1
11162,𨁋,,,低聲,溝勾,1
11163,㨮,,,低聲,溝勾,1
11164,逗,,,低聲,溝勾,1
11165,斗,,,低聲,溝勾,2
11166,阧,,,低聲,溝勾,2
11167,抖,,,低聲,溝勾,2
11168,𧘞,,,低聲,溝勾,2
11169,枓,,,低聲,溝勾,2
11170,蚪,,,低聲,溝勾,2
11171,陡,,,低聲,溝勾,2
11172,𪌉,,,低聲,溝勾,2
11173,鬭,,,低聲,溝勾,3
11174,鬪,,,低聲,溝勾,3
11175,鬦,,,低聲,溝勾,3
11176,伄,,,低聲,溝勾,3
11177,尦,,,低聲,溝勾,3
11178,𨹜,,,低聲,溝勾,3
11179,投,,,低聲,溝勾,5
11180,調,,,低聲,溝勾,5
11181,條,,,低聲,溝勾,5
11182,鞗,,,低聲,溝勾,5
11183,苕,,,低聲,溝勾,5
11184,鰷,,,低聲,溝勾,5
11185,𨃜,,,低聲,溝勾,5
11186,蜩,,,低聲,溝勾,5
11187,鎥,,,低聲,溝勾,5
11188,竇,,,低聲,溝勾,7
11189,讀,,,低聲,溝勾,7
11190,豆,,,低聲,溝勾,7
11191,荳,,,低聲,溝勾,7
11192,痘,,,低聲,溝勾,7
11193,逗,,,低聲,溝勾,7
11194,酘,,,低聲,溝勾,7
11195,䂪,,,低聲,溝勾,7
11196,脰,,,低聲,溝勾,7
11197,㤱,,,低聲,溝勾,7
11198,裋,,,低聲,溝勾,7
11199,餖,,,低聲,溝勾,7
11200,䱏,,,低聲,溝勾,7
11201,吥,,,波,溝勾,1
11202,罘,,,波,溝勾,1
11203,罦,,,波,溝勾,1
11204,否,,,波,溝勾,2
11205,剖,,,波,溝勾,2
11206,缶,,,波,溝勾,2
11207,䳝,,,波,溝勾,2
11208,缹,,,波,溝勾,2
11209,𨛔,,,波,溝勾,2
11210,䬏,,,波,溝勾,2
11211,犃,,,波,溝勾,2
11212,雬,,,波,溝勾,2
11213,𨿦,,,波,溝勾,2
11214,䏽,,,波,溝勾,3
11215,覆,,,波,溝勾,3
11216,浮,,,波,溝勾,5
11217,蜉,,,波,溝勾,5
11218,芣,,,波,溝勾,5
11219,烰,,,波,溝勾,5
11220,艀,,,波,溝勾,5
11221,𪃽,,,波,溝勾,5
11222,䞯,,,波,溝勾,5
11223,𧠾,,,波,溝勾,5
11224,𡦄,,,波,溝勾,5
11225,掊,,,波,溝勾,5
11226,裒,,,波,溝勾,5
11227,莩,,,波,溝勾,7
11228,⿰歺孚,,,波,溝勾,7
11229,裒,,,波,溝勾,7
11230,殍,,,波,溝勾,7
11231,㷆,,,波,溝勾,7
11232,𩣸,,,波,溝勾,7
11233,𩳎,,,波,溝勾,7
11234,偷,,,他皆,溝勾,1
11235,鍮,,,他皆,溝勾,1
11236,𩝯,,,他皆,溝勾,1
11237,黈,,,他皆,溝勾,2
11238,𪉘,,,他皆,溝勾,2
11239,透,,,他皆,溝勾,3
11240,䚵,,,他皆,溝勾,3
11241,頭,,,他皆,溝勾,5
11242,牏,,,他皆,溝勾,5
11243,鄒,,,曾之,溝勾,1
11244,鄹,,,曾之,溝勾,1
11245,陬,,,曾之,溝勾,1
11246,騶,,,曾之,溝勾,1
11247,緅,,,曾之,溝勾,1
11248,諏,,,曾之,溝勾,1
11249,謅,,,曾之,溝勾,1
11250,鯫,,,曾之,溝勾,1
11251,䑼,,,曾之,溝勾,1
11252,棸,,,曾之,溝勾,1
11253,走,,,曾之,溝勾,2
11254,沼,,,曾之,溝勾,2
11255,䧂,,,曾之,溝勾,2
11256,走,,,曾之,溝勾,3
11257,奏,,,曾之,溝勾,3
11258,輳,,,曾之,溝勾,3
11259,縐,,,曾之,溝勾,3
11260,𧛸,,,曾之,溝勾,3
11261,皺,,,曾之,溝勾,3
11262,蔟,,,曾之,溝勾,3
11263,𥋜,,,曾之,溝勾,3
11264,腠,,,曾之,溝勾,3
11265,𨂡,,,曾之,溝勾,3
11266,湊,,,曾之,溝勾,3
11267,⿰⿱釆女麥,,,曾之,溝勾,3
11268,甃,,,曾之,溝勾,3
11269,䪮,,,曾之,溝勾,3
11270,驟,,,曾之,溝勾,7
11271,㵵,,,曾之,溝勾,7
11272,奏,,,曾之,溝勾,7
11273,䨲,,,日女,溝勾,1
11274,獳,,,日女,溝勾,1
11275,鳥,,,日女,溝勾,2
11276,蔦,,,日女,溝勾,2
11277,裊,,,日女,溝勾,2
11278,耨,,,日女,溝勾,7
11279,搜,,,時授,溝勾,1
11280,溲,,,時授,溝勾,1
11281,捎,,,時授,溝勾,1
11282,筲,,,時授,溝勾,1
11283,擻,,,時授,溝勾,1
11284,藪,,,時授,溝勾,1
11285,𧼭,,,時授,溝勾,1
11286,蒐,,,時授,溝勾,1
11287,鄋,,,時授,溝勾,1
11288,𣮬,,,時授,溝勾,1
11289,𩮃,,,時授,溝勾,1
11290,䮟,,,時授,溝勾,1
11291,叟,,,時授,溝勾,2
11292,瞍,,,時授,溝勾,2
11293,䏂,,,時授,溝勾,2
11294,艘,,,時授,溝勾,2
11295,瘦,,,時授,溝勾,3
11296,嬴,,,時授,溝勾,3
11297,嗽,,,時授,溝勾,3
11298,鏉,,,時授,溝勾,3
11299,漱,,,時授,溝勾,3
11300,𩵌,,,時授,溝勾,5
11301,甌,,,鶯亦,溝勾,1
11302,謳,,,鶯亦,溝勾,1
11303,鷗,,,鶯亦,溝勾,1
11304,漚,,,鶯亦,溝勾,1
11305,樞,,,鶯亦,溝勾,1
11306,歐,,,鶯亦,溝勾,1
11307,嘔,,,鶯亦,溝勾,2
11308,毆,,,鶯亦,溝勾,2
11309,牡,,,蒙美,溝勾,2
11310,𡶰,,,蒙美,溝勾,2
11311,𤱔,,,蒙美,溝勾,2
11312,謀,,,蒙美,溝勾,5
11313,侔,,,蒙美,溝勾,5
11314,牟,,,蒙美,溝勾,5
11315,眸,,,蒙美,溝勾,5
11316,麰,,,蒙美,溝勾,5
11317,蟊,,,蒙美,溝勾,5
11318,劺,,,蒙美,溝勾,5
11319,䏬,,,蒙美,溝勾,5
11320,𩶢,,,蒙美,溝勾,5
11321,鉾,,,蒙美,溝勾,5
11322,蛑,,,蒙美,溝勾,5
11323,茂,,,蒙美,溝勾,7
11324,懋,,,蒙美,溝勾,7
11325,貿,,,蒙美,溝勾,7
11326,楙,,,蒙美,溝勾,7
11327,瞀,,,蒙美,溝勾,7
11328,⿰毛戉,𣬽,,蒙美,溝勾,7
11329,柕,,,蒙美,溝勾,7
11330,齵,,,語鳥,溝勾,1
11331,腢,,,語鳥,溝勾,1
11332,偶,,,語鳥,溝勾,2
11333,耦,,,語鳥,溝勾,2
